customer_id,recency_days,frequency,monetary,segment
13568,173,1,192.85,At Risk
13569,17,2,373.75,New
13570,243,1,239.49,Lost
13571,12,12,2092.32,VIP
13572,205,1,1384.25,Lost
13573,50,2,294.40,Regular
13575,23,5,732.07,Loyal
13576,10,18,6717.34,VIP
13577,25,4,1687.60,New
13579,14,2,467.04,New
13581,309,1,118.00,Lost
13583,155,1,781.03,At Risk
13584,306,1,142.40,Lost
13587,63,1,712.40,Regular
13588,15,9,2478.95,Loyal
13589,14,2,379.65,New
13590,11,6,1981.92,Loyal
13591,64,3,1117.13,Regular
13592,35,4,247.96,Regular
13593,108,5,2037.08,At Risk
13594,52,1,396.97,Regular
13596,5,2,697.04,New
13598,47,1,180.17,Regular
13599,1,21,5153.67,VIP
13600,312,1,219.52,Lost
13601,45,2,693.32,Regular
13602,64,1,428.89,Regular
13603,26,1,164.34,New
13606,29,3,280.54,New
13607,40,1,678.01,Regular
13610,12,7,1131.88,Loyal
13611,89,3,1171.80,Regular
13614,24,4,1610.46,New
13615,318,1,417.69,Lost
13617,40,3,544.18,Regular
13618,173,1,177.34,At Risk
13621,116,1,213.85,At Risk
13623,30,5,747.78,Loyal
13626,252,1,257.23,Lost
13627,59,5,1638.47,Loyal
13629,23,11,7792.36,VIP
13630,5,7,2031.78,Loyal
13631,99,11,3070.42,At Risk
13632,24,5,2121.27,Loyal
13634,33,5,1575.16,Loyal
13635,67,1,1071.03,Regular
13636,36,5,949.12,Loyal
13637,52,3,810.50,Regular
13638,15,1,122.64,New
13639,74,1,1033.34,Regular
13642,215,1,354.80,Lost
13643,31,3,519.44,Regular
13644,16,4,2624.26,New
13645,120,1,252.10,At Risk
13647,9,4,1678.12,New
13649,256,2,346.60,Lost
13650,16,6,1836.34,Loyal
13651,35,2,94.20,Regular
13652,45,3,1095.08,Regular
13654,43,6,2707.33,Loyal
13655,114,2,932.97,At Risk
13656,164,2,379.65,At Risk
13657,10,2,382.14,New
13658,9,5,2639.17,Loyal
13659,205,2,1573.20,Lost
13662,85,3,897.76,Regular
13663,179,1,189.47,At Risk
13666,60,3,84.65,Regular
13667,149,1,305.02,At Risk
13668,2,21,6363.59,VIP
13669,50,2,218.55,Regular
13670,75,1,349.70,Regular
13672,301,2,186.39,Lost
13673,18,2,396.92,New
13675,151,2,486.82,At Risk
13678,151,1,232.60,At Risk
13680,1,4,3722.42,New
13681,17,4,827.83,New
13682,187,1,59.50,Lost
13684,285,1,67.23,Lost
13685,2,7,3119.44,Loyal
13686,182,1,72.00,Lost
13689,63,1,910.00,Regular
13690,59,1,172.25,Regular
13692,24,3,1488.32,New
13694,3,50,65039.62,VIP
13695,31,15,2504.13,Loyal
13697,38,1,151.30,Regular
13699,155,1,308.58,At Risk
13700,26,10,2265.12,VIP
13703,318,1,99.50,Lost
13704,5,9,2308.06,Loyal
13705,7,3,711.86,New
13706,302,1,330.79,Lost
13707,267,2,806.41,Lost
13708,271,1,296.88,Lost
13709,3,13,6328.05,VIP
13710,31,1,180.48,Regular
13711,218,2,252.06,Lost
13712,246,1,228.84,Lost
13715,281,5,1079.34,Lost
13716,269,1,138.28,Lost
13717,32,6,1445.01,Loyal
13718,246,2,306.55,Lost
13719,15,5,1041.68,Loyal
13720,116,4,799.90,At Risk
13721,36,1,524.14,Regular
13722,131,3,2375.41,At Risk
13723,217,1,199.85,Lost
13725,49,8,1980.56,Loyal
13726,38,2,1079.66,Regular
13727,28,2,333.48,New
13728,36,6,1016.14,Loyal
13730,135,2,752.60,At Risk
13731,219,2,610.59,Lost
13732,28,1,491.86,New
13735,24,4,2885.24,New
13736,5,2,731.90,New
13737,200,1,339.60,Lost
13739,18,1,216.90,New
13740,240,1,350.75,Lost
13741,71,3,668.43,Regular
13742,16,12,3131.02,VIP
13743,2,7,1341.60,Loyal
13744,95,2,1156.36,At Risk
13745,162,1,300.04,At Risk
13747,373,1,79.60,Lost
13748,95,5,948.25,At Risk
13750,53,5,1647.26,Loyal
13751,288,1,296.25,Lost
13752,124,6,1186.28,At Risk
13753,287,1,741.26,Lost
13754,151,2,282.60,At Risk
13755,3,9,2161.35,Loyal
13756,2,14,5189.52,VIP
13758,11,7,3190.55,Loyal
13759,33,2,659.41,Regular
13760,54,2,286.79,Regular
13761,50,2,1070.65,Regular
13762,218,1,306.72,Lost
13763,63,1,1714.96,Regular
13764,70,3,1521.76,Regular
13767,2,37,17220.36,VIP
13769,2,10,2796.51,VIP
13771,64,4,2634.45,Regular
13772,33,3,1132.13,Regular
13774,81,1,345.00,Regular
13777,0,33,25977.16,VIP
13778,103,1,178.70,At Risk
13780,7,2,360.01,New
13781,250,1,127.84,Lost
13782,12,6,912.00,Loyal
13784,9,11,2462.79,VIP
13786,367,1,230.40,Lost
13787,75,2,309.04,Regular
13790,4,1,348.80,New
13791,127,2,1516.00,At Risk
13792,66,2,195.55,Regular
13798,1,57,37153.85,VIP
13799,116,2,688.86,At Risk
13800,309,1,558.32,Lost
13801,66,1,324.80,Regular
13802,138,3,4599.42,At Risk
13803,255,1,277.07,Lost
13804,30,7,2635.79,Loyal
13805,52,2,924.60,Regular
13806,63,1,256.38,Regular
13807,367,1,112.60,Lost
13808,5,5,1747.66,Loyal
13809,305,1,155.05,Lost
13810,28,3,1499.01,New
13811,183,3,814.50,Lost
13812,42,3,539.00,Regular
13813,39,4,1366.86,Regular
13814,92,2,1579.12,At Risk
13815,22,4,4027.36,New
13816,23,2,571.67,New
13817,29,2,382.98,New
13819,301,3,1140.35,Lost
13821,144,2,385.64,At Risk
13822,5,2,632.00,New
13823,18,2,957.66,New
13824,32,5,1698.94,Loyal
13826,176,1,189.50,At Risk
13827,57,3,412.05,Regular
13828,22,1,209.49,New
13831,16,6,2202.99,Loyal
13832,19,1,52.20,New
13833,159,1,384.80,At Risk
13835,25,4,834.57,New
13837,211,2,271.24,Lost
13838,5,4,691.73,New
13841,252,1,85.00,Lost
13842,58,9,3385.62,Loyal
13844,11,1,361.62,New
13845,64,1,312.98,Regular
13846,24,3,865.06,New
13848,92,3,1255.00,At Risk
13849,51,2,1537.95,Regular
13850,129,1,1595.48,At Risk
13851,95,3,2651.46,At Risk
13853,57,1,1090.14,Regular
13854,8,25,8109.52,VIP
13856,168,3,388.50,At Risk
13858,57,1,216.17,Regular
13859,326,1,201.16,Lost
13860,1,5,1245.90,Loyal
13862,18,8,2209.36,Loyal
13863,247,1,305.78,Lost
13865,58,4,501.56,Regular
13866,74,1,145.67,Regular
13867,31,3,1015.29,Regular
13868,7,2,3192.54,New
13869,123,4,3104.95,At Risk
13870,2,8,2770.94,Loyal
13871,22,13,6403.25,VIP
13873,119,3,389.60,At Risk
13874,358,1,540.45,Lost
13875,53,5,1786.79,Loyal
13876,63,1,122.70,Regular
13877,86,1,117.24,Regular
13878,54,1,1281.53,Regular
13880,21,13,3219.77,VIP
13881,3,20,17159.52,VIP
13882,2,5,1191.13,Loyal
13883,10,5,2674.48,Loyal
13884,7,5,787.60,Loyal
13885,189,2,506.80,Lost
13886,71,1,243.56,Regular
13887,204,1,349.55,Lost
13888,119,2,605.63,At Risk
13889,92,1,416.90,At Risk
13890,1,10,1883.81,VIP
13892,26,4,632.97,New
13893,297,1,821.10,Lost
13894,23,3,564.62,New
13895,28,4,2593.07,New
13897,50,1,311.16,Regular
13898,325,1,155.93,Lost
13899,16,2,388.52,New
13900,183,3,740.95,Lost
13901,72,5,2867.20,Loyal
13904,37,2,332.64,Regular
13908,79,4,2369.55,Regular
13911,57,9,2580.91,Loyal
13914,11,2,626.45,New
13917,49,2,272.04,Regular
13918,49,2,1212.84,Regular
13919,59,2,384.81,Regular
13922,351,1,172.25,Lost
13923,53,1,351.13,Regular
13924,1,6,1838.85,Loyal
13925,92,4,678.25,At Risk
13926,23,1,223.85,New
13927,74,1,348.99,Regular
13928,10,4,464.57,New
13929,169,2,842.65,At Risk
13930,57,2,337.34,Regular
13931,95,2,1237.53,At Risk
13932,294,1,307.40,Lost
13933,109,2,608.79,At Risk
13934,263,1,922.10,Lost
13936,179,1,376.58,At Risk
13937,169,1,158.85,At Risk
13938,35,1,71.66,Regular
13939,23,3,568.55,New
13940,17,4,839.14,New
13941,21,5,5112.96,Loyal
13946,79,3,561.57,Regular
13947,65,1,90.60,Regular
13948,360,1,102.00,Lost
13949,2,6,2427.32,Loyal
13950,11,4,745.06,New
13951,176,3,674.45,At Risk
13952,217,2,3251.07,Lost
13953,7,7,3515.68,Loyal
13954,1,2,439.92,New
13955,154,2,322.96,At Risk
13956,5,5,1026.42,Loyal
13959,79,3,598.20,Regular
13960,21,2,230.22,New
13962,21,2,169.55,New
13963,308,4,664.54,Lost
13967,145,1,80.70,At Risk
13969,7,18,9053.94,VIP
13971,18,8,2758.26,Loyal
13972,70,2,190.25,Regular
13973,287,1,264.70,Lost
13974,49,1,413.59,Regular
13975,31,6,2526.28,Loyal
13976,206,1,357.98,Lost
13978,14,2,196.79,New
13979,73,1,869.87,Regular
13980,60,1,200.14,Regular
13982,39,4,1871.81,Regular
13983,29,12,2603.43,VIP
13984,26,5,920.51,Loyal
13985,4,15,7060.13,VIP
13986,17,1,320.46,New
13988,19,6,4147.96,Loyal
13989,65,2,1266.08,Regular
13990,213,1,311.30,Lost
13991,12,6,855.97,Loyal
13992,30,1,76.80,New
13993,42,9,3466.36,Loyal
13994,3,6,2313.14,Loyal
13995,15,5,1393.69,Loyal
13999,10,12,3901.81,VIP
14000,211,1,635.66,Lost
14001,45,3,2043.08,Regular
14002,134,2,529.73,At Risk
14004,43,7,4582.64,Loyal
14005,9,5,2874.72,Loyal
14006,115,3,962.19,At Risk
14009,198,2,695.61,Lost
14012,277,1,328.80,Lost
14013,110,3,473.02,At Risk
14014,77,1,505.18,Regular
14015,52,1,917.34,Regular
14016,161,4,4341.21,At Risk
14019,46,3,1421.61,Regular
14020,16,2,642.80,New
14021,155,3,631.90,At Risk
14022,225,1,440.00,Lost
14023,7,2,584.07,New
14024,121,2,327.70,At Risk
14027,60,1,104.82,Regular
14029,63,2,467.66,Regular
14030,18,8,2360.09,Loyal
14031,7,19,17286.86,VIP
14032,2,11,2975.59,VIP
14034,22,3,651.82,New
14035,28,5,1428.02,Loyal
14036,284,1,626.65,Lost
14037,176,2,147.20,At Risk
14038,78,3,1560.38,Regular
14039,33,1,152.20,Regular
14040,40,12,3614.92,Loyal
14041,266,1,141.41,Lost
14044,26,4,652.82,New
14045,109,4,1659.75,At Risk
14046,284,1,154.99,Lost
14047,8,5,1308.61,Loyal
14048,305,1,409.93,Lost
14049,16,4,5681.72,New
14050,31,2,746.36,Regular
14051,0,23,15610.39,VIP
14052,19,1,225.36,New
14053,124,2,260.25,At Risk
14054,65,1,92.46,Regular
14055,106,1,725.64,At Risk
14056,1,23,8214.65,VIP
14057,23,17,6217.96,VIP
14059,266,1,183.60,Lost
14060,4,19,6140.42,VIP
14062,9,12,10464.85,VIP
14064,29,5,1353.74,Loyal
14066,266,1,152.55,Lost
14067,63,2,374.70,Regular
14068,320,1,265.85,Lost
14071,3,8,1438.82,Loyal
14073,32,1,151.04,Regular
14075,4,3,942.26,New
14076,129,1,122.47,At Risk
14077,40,5,499.42,Loyal
14078,101,6,1049.37,At Risk
14079,124,1,375.10,At Risk
14080,32,1,45.60,Regular
14081,302,2,934.52,Lost
14082,364,1,182.25,Lost
14083,4,9,1018.43,Loyal
14085,2,18,4448.54,VIP
14087,2,1,194.42,New
14088,10,13,50491.81,VIP
14089,56,1,161.00,Regular
14090,324,1,76.32,Lost
14092,7,14,4076.91,VIP
14093,12,1,442.85,New
14096,4,17,65164.79,VIP
14098,36,1,147.35,Regular
14099,16,11,3104.17,VIP
14100,137,1,194.90,At Risk
14101,73,6,5976.79,Loyal
14102,5,5,1360.28,Loyal
14104,154,2,216.21,At Risk
14105,239,1,1266.23,Lost
14107,51,7,2703.23,Loyal
14108,30,2,597.91,New
14109,72,1,144.20,Regular
14110,3,12,5683.15,VIP
14111,14,4,692.85,New
14112,22,7,2915.15,Loyal
14113,3,4,1840.42,New
14114,273,2,386.53,Lost
14116,19,5,1382.74,Loyal
14117,143,1,90.00,At Risk
14121,3,4,2780.15,New
14124,84,1,419.58,Regular
14125,10,3,2740.43,New
14126,7,3,706.13,New
14127,122,3,709.71,At Risk
14128,60,2,637.50,Regular
14129,1,5,1123.86,Loyal
14130,319,1,483.86,Lost
14132,2,11,3586.03,VIP
14133,129,3,605.64,At Risk
14135,1,15,4690.31,VIP
14138,1,2,982.38,New
14139,46,1,415.82,Regular
14140,3,2,935.05,New
14141,2,4,915.13,New
14142,373,1,311.81,Lost
14143,133,1,115.80,At Risk
14145,46,4,3742.20,Regular
14146,8,5,4191.00,Loyal
14147,78,2,483.40,Regular
14148,233,1,157.20,Lost
14149,220,1,446.62,Lost
14150,35,2,658.64,Regular
14152,75,2,621.29,Regular
14154,239,2,1345.62,Lost
14155,266,1,118.75,Lost
14156,9,55,117379.63,VIP
14157,19,2,432.88,New
14158,40,1,507.66,Regular
14159,19,11,4693.01,VIP
14161,215,3,1110.52,Lost
14162,173,2,289.36,At Risk
14163,87,4,2445.91,Regular
14164,70,2,1631.77,Regular
14165,275,1,122.54,Lost
14167,39,4,574.84,Regular
14171,98,1,363.79,At Risk
14173,10,4,450.84,New
14174,33,1,134.46,Regular
14175,59,3,3222.30,Regular
14176,297,4,576.90,Lost
14177,86,4,559.41,Regular
14178,8,7,1620.93,Loyal
14179,40,2,719.78,Regular
14180,10,25,4748.52,VIP
14184,66,1,452.89,Regular
14185,331,1,197.65,Lost
14188,30,6,2054.36,Loyal
14189,2,15,4654.08,VIP
14191,1,13,4684.76,VIP
14193,67,2,853.39,Regular
14194,4,21,11349.52,VIP
14195,201,2,1012.00,Lost
14196,106,1,335.52,At Risk
14198,18,4,701.40,New
14199,218,1,185.40,Lost
14201,60,7,747.44,Loyal
14204,2,1,161.03,New
14205,16,2,466.70,New
14206,239,1,328.16,Lost
14208,94,1,151.74,At Risk
14209,10,6,2073.43,Loyal
14210,105,6,1905.84,At Risk
14211,53,9,2241.10,Loyal
14212,89,1,1070.48,Regular
14214,30,5,1004.38,Loyal
14215,11,6,1789.72,Loyal
14216,3,4,1839.30,New
14217,1,17,2004.98,VIP
14218,42,1,169.48,Regular
14219,4,1,89.94,New
14220,247,2,632.40,Lost
14221,42,9,3432.80,Loyal
14222,177,1,683.17,At Risk
14223,92,3,991.13,At Risk
14224,110,4,1050.12,At Risk
14226,28,5,2232.19,Loyal
14227,26,10,3350.96,VIP
14229,51,3,1547.20,Regular
14231,183,3,925.71,Lost
14232,42,5,2048.07,Loyal
14233,49,4,1462.72,Regular
14234,22,4,775.46,New
14235,75,5,3144.86,Loyal
14236,80,2,490.86,Regular
14237,373,1,161.00,Lost
14238,326,1,146.85,Lost
14239,43,11,2380.85,Loyal
14240,30,2,890.34,New
14241,183,1,213.70,Lost
14242,234,2,280.55,Lost
14243,8,10,2588.77,VIP
14245,219,2,1693.45,Lost
14246,110,3,1474.06,At Risk
14247,278,1,136.77,Lost
14248,318,1,302.58,Lost
14250,7,3,1904.05,New
14251,1,5,2879.70,Loyal
14256,260,2,969.06,Lost
14257,64,5,3099.72,Loyal
14258,9,9,12669.98,Loyal
14259,141,1,120.00,At Risk
14261,50,2,1163.45,Regular
14262,8,8,2618.23,Loyal
14264,154,2,333.97,At Risk
14265,109,2,530.18,At Risk
14267,162,3,1516.24,At Risk
14270,331,1,492.65,Lost
14271,225,1,112.32,Lost
14272,73,2,437.96,Regular
14273,51,4,559.97,Regular
14276,98,3,1119.74,At Risk
14277,15,3,4216.20,New
14280,196,1,134.04,Lost
14282,3,15,3729.34,VIP
14284,30,2,595.25,New
14285,21,4,1910.01,New
14286,23,3,4628.75,New
14287,8,3,176.63,New
14288,213,1,426.60,Lost
14289,8,6,911.26,Loyal
14290,11,5,2314.65,Loyal
14291,1,11,3883.25,VIP
14292,7,9,4871.93,Loyal
14293,3,4,1046.56,New
14295,40,1,166.20,Regular
14297,17,4,1305.33,New
14298,8,44,51527.30,VIP
14299,8,9,3965.62,Loyal
14300,18,1,43.20,New
14301,117,1,640.14,At Risk
14304,222,1,383.45,Lost
14305,71,3,1858.96,Regular
14306,51,2,2093.32,Regular
14307,88,6,2995.72,Loyal
14309,8,9,2352.53,Loyal
14311,242,1,310.26,Lost
14312,46,6,1611.59,Loyal
14314,106,1,120.00,At Risk
14315,44,6,2481.13,Loyal
14317,64,1,508.58,Regular
14320,206,2,477.79,Lost
14321,10,5,1530.75,Loyal
14323,114,2,605.06,At Risk
14326,242,1,183.85,Lost
14327,163,1,311.65,At Risk
14329,17,7,5014.84,Loyal
14331,124,2,462.66,At Risk
14332,22,3,866.31,New
14333,67,1,415.20,Regular
14334,16,8,2552.21,Loyal
14335,16,2,468.26,New
14336,16,4,1614.91,New
14338,161,2,588.22,At Risk
14339,242,1,309.52,Lost
14340,218,1,134.70,Lost
14341,45,8,2182.28,Loyal
14342,21,4,668.56,New
14344,127,8,889.93,At Risk
14345,38,1,108.98,Regular
14346,120,2,1021.58,At Risk
14348,260,1,409.57,Lost
14349,10,1,133.50,New
14350,274,1,282.93,Lost
14351,164,1,51.00,At Risk
14352,157,4,1078.96,At Risk
14353,215,1,90.60,Lost
14354,5,2,163.62,New
14355,365,1,174.40,Lost
14356,79,2,701.23,Regular
14357,43,1,225.77,Regular
14359,19,3,912.18,New
14360,31,4,2128.23,Regular
14362,22,1,161.20,New
14364,108,8,3717.35,At Risk
14367,8,16,9261.52,VIP
14368,319,1,155.00,Lost
14371,295,1,100.50,Lost
14373,358,1,76.55,Lost
14375,185,1,257.68,Lost
14377,191,2,617.05,Lost
14379,44,2,348.10,Regular
14381,52,1,202.68,Regular
14382,26,1,626.07,New
14383,38,3,1247.69,Regular
14385,9,3,202.11,New
14386,296,1,142.40,Lost
14387,32,3,1770.56,Regular
14388,10,8,3212.84,Loyal
14389,65,2,1043.46,Regular
14390,10,9,4652.82,Loyal
14393,218,1,67.95,Lost
14395,2,9,3507.71,Loyal
14396,65,2,487.99,Regular
14397,2,19,2612.96,VIP
14400,149,1,574.70,At Risk
14401,4,13,4051.48,VIP
14403,130,4,1475.81,At Risk
14404,33,6,1474.32,Loyal
14406,119,1,156.75,At Risk
14407,107,6,2157.73,At Risk
14408,10,7,2606.53,Loyal
14409,71,6,2059.45,Loyal
14410,92,9,1105.07,At Risk
14411,310,1,1063.00,Lost
14412,42,2,770.03,Regular
14413,362,1,122.70,Lost
14414,91,7,1496.98,At Risk
14415,1,13,5900.28,VIP
14416,22,2,490.22,New
14418,3,3,1937.25,New
14419,10,6,1058.06,Loyal
14420,99,1,387.52,At Risk
14421,57,2,813.11,Regular
14422,0,6,4263.64,Loyal
14423,218,1,265.20,Lost
14424,17,1,322.08,New
14426,23,10,4481.67,VIP
14427,50,2,363.34,Regular
14428,7,5,1244.83,Loyal
14431,302,1,470.36,Lost
14432,9,6,2255.51,Loyal
14434,21,6,1372.80,Loyal
14436,98,1,89.06,At Risk
14437,365,1,63.00,Lost
14438,306,1,131.90,Lost
14439,319,1,2661.24,Lost
14440,8,5,2357.68,Loyal
14441,0,4,1712.89,New
14442,204,2,1589.82,Lost
14443,53,4,1420.20,Regular
14446,0,4,1039.58,New
14447,18,5,1163.23,Loyal
14448,9,2,375.35,New
14449,18,4,907.10,New
14450,180,3,483.25,At Risk
14451,60,2,662.59,Regular
14452,10,2,264.44,New
14453,190,1,119.93,Lost
14456,5,9,3062.40,Loyal
14457,310,1,113.64,Lost
14459,155,1,1837.92,At Risk
14460,110,3,434.34,At Risk
14461,148,3,2103.06,At Risk
14462,66,11,2004.02,Loyal
14463,98,3,529.62,At Risk
14465,246,3,1058.62,Lost
14466,29,7,2272.40,Loyal
14467,17,4,598.76,New
14470,11,2,461.19,New
14472,103,8,1936.84,At Risk
14473,74,2,234.34,Regular
14474,46,1,547.66,Regular
14475,71,3,925.85,Regular
14476,257,1,215.70,Lost
14477,19,4,1309.60,New
14479,253,2,316.25,Lost
14480,11,1,279.05,New
14481,164,2,636.51,At Risk
14482,18,6,2068.15,Loyal
14483,281,1,137.10,Lost
14484,50,1,321.92,Regular
14485,38,1,165.75,Regular
14487,26,6,1196.33,Loyal
14488,67,1,1064.28,Regular
14489,207,1,463.38,Lost
14491,175,2,340.93,At Risk
14493,7,5,2383.24,Loyal
14494,25,1,139.56,New
14495,50,2,123.80,Regular
14496,311,2,538.81,Lost
14497,309,1,475.37,Lost
14498,42,5,1957.32,Loyal
14499,26,3,815.32,New
14500,88,3,356.85,Regular
14501,183,2,251.21,Lost
14502,19,11,2470.67,VIP
14503,3,6,3543.26,Loyal
14504,47,4,673.26,Regular
14505,17,8,5905.64,Loyal
14506,17,5,2012.17,Loyal
14507,23,6,1383.18,Loyal
14508,22,2,276.42,New
14511,11,5,1314.81,Loyal
14512,187,2,275.28,Lost
14513,100,3,455.59,At Risk
14514,61,3,1055.35,Regular
14515,17,6,2102.09,Loyal
14517,33,2,330.45,Regular
14518,64,1,174.37,Regular
14520,1,2,270.60,New
14522,24,4,974.54,New
14523,108,1,241.09,At Risk
14524,31,9,1867.68,Loyal
14525,19,9,4332.20,Loyal
14527,2,55,8508.82,VIP
14528,37,1,364.22,Regular
14529,60,3,620.04,Regular
14530,25,6,2925.91,Loyal
14532,236,4,932.85,Lost
14533,24,7,1949.72,Loyal
14534,2,18,4447.05,VIP
14535,60,3,2864.19,Regular
14536,259,1,171.80,Lost
14537,57,1,355.56,Regular
14538,64,2,388.25,Regular
14539,15,2,537.48,New
14540,9,3,996.26,New
14541,58,8,1461.65,Loyal
14542,185,1,103.25,Lost
14543,28,16,3630.33,VIP
14544,24,2,2024.45,New
14546,5,5,2578.09,Loyal
14547,3,8,4007.54,Loyal
14548,150,2,652.80,At Risk
14549,311,1,289.24,Lost
14550,10,2,765.62,New
14551,18,2,186.23,New
14552,151,1,165.07,At Risk
14553,19,5,859.27,Loyal
14554,10,4,2381.04,New
14555,57,2,324.14,Regular
14557,85,1,788.38,Regular
14560,7,22,2237.77,VIP
14561,75,3,1080.76,Regular
14562,3,18,5074.77,VIP
14565,95,4,3099.12,At Risk
14566,110,1,1432.00,At Risk
14567,56,2,1530.36,Regular
14569,1,1,227.39,New
14570,280,2,218.06,Lost
14572,3,7,2832.84,Loyal
14573,179,9,1653.42,At Risk
14576,372,1,35.40,Lost
14577,12,4,859.71,New
14578,3,1,168.63,New
14581,16,1,138.60,New
14582,40,1,114.11,Regular
14583,5,5,1052.55,Loyal
14584,169,4,1042.26,At Risk
14585,50,1,157.05,Regular
14586,276,1,237.36,Lost
14587,18,9,1601.14,Loyal
14589,371,1,39.75,Lost
14591,15,4,1447.14,New
14592,35,3,570.46,Regular
14593,21,3,617.99,New
14594,7,2,379.83,New
14595,19,6,1740.60,Loyal
14597,11,2,883.15,New
14598,44,1,221.97,Regular
14600,305,1,393.33,Lost
14601,10,1,213.96,New
14603,274,1,660.00,Lost
14606,1,93,12156.65,VIP
14607,15,14,16569.50,VIP
14608,4,4,1785.15,New
14609,72,4,601.56,Regular
14616,242,3,406.08,Lost
14618,9,3,553.44,New
14619,245,1,394.44,Lost
14620,205,2,412.78,Lost
14621,1,5,1788.36,Loyal
14622,184,1,320.58,Lost
14623,32,5,889.25,Loyal
14624,57,2,225.85,Regular
14625,196,2,899.63,Lost
14626,23,4,2791.27,New
14628,91,2,671.96,At Risk
14629,4,2,959.01,New
14631,50,3,1006.98,Regular
14632,262,1,114.56,Lost
14633,266,1,344.90,Lost
14636,36,2,609.85,Regular
14638,50,1,443.60,Regular
14639,52,6,2984.49,Loyal
14640,24,6,2125.08,Loyal
14641,21,1,110.46,New
14642,58,1,96.12,Regular
14643,170,2,693.81,At Risk
14644,67,2,830.76,Regular
14645,156,2,597.09,At Risk
14646,1,73,280206.02,VIP
14647,201,1,243.22,Lost
14649,4,4,1417.29,New
14651,67,2,654.60,Regular
14652,77,1,114.18,Regular
14653,1,7,1947.55,Loyal
14655,8,4,1932.23,New
14656,169,2,291.05,At Risk
14657,17,4,848.22,New
14658,5,2,247.15,New
14659,8,9,2529.93,Loyal
14660,86,2,285.74,Regular
14661,26,1,107.95,New
14662,28,4,771.17,New
14664,19,2,637.89,New
14665,60,5,1835.70,Loyal
14666,24,1,195.25,New
14667,10,25,9241.20,VIP
14669,241,3,1269.99,Lost
14670,280,2,411.53,Lost
14672,234,2,765.55,Lost
14673,3,5,1736.40,Loyal
14675,16,1,604.75,New
14676,31,6,2548.24,Loyal
14680,25,16,28754.11,VIP
14681,71,3,498.95,Regular
14682,187,2,52.00,Lost
14684,25,5,1236.28,Loyal
14687,106,1,628.38,At Risk
14688,7,21,5630.87,VIP
14689,208,1,112.80,Lost
14690,44,2,371.70,Regular
14691,30,5,2114.33,Loyal
14692,137,4,591.55,At Risk
14693,264,1,172.90,Lost
14696,4,7,2078.95,Loyal
14697,218,2,188.61,Lost
14698,1,5,1250.76,Loyal
14699,214,1,109.13,Lost
14700,32,3,2235.30,Regular
14701,10,9,2549.37,Loyal
14702,1,17,3292.14,VIP
14703,14,1,318.17,New
14704,11,9,1546.91,Loyal
14705,198,1,179.00,Lost
14708,2,3,1126.37,New
14709,15,13,4921.04,VIP
14710,14,4,606.13,New
14711,10,11,2868.80,VIP
14712,29,3,917.07,New
14713,9,11,2666.36,VIP
14714,24,1,160.19,New
14715,24,4,867.38,New
14716,43,2,329.68,Regular
14719,1,5,1602.13,Loyal
14720,5,3,663.81,New
14722,147,1,187.92,At Risk
14723,10,6,1158.30,Loyal
14725,24,1,718.08,New
14727,274,1,268.58,Lost
14729,373,1,313.49,Lost
14730,1,8,2005.06,Loyal
14731,47,3,380.02,Regular
14732,8,8,2702.49,Loyal
14733,16,12,9585.91,VIP
14735,3,32,6065.69,VIP
14737,3,3,1164.55,New
14738,42,7,1314.45,Loyal
14739,4,7,3902.28,Loyal
14740,197,3,1448.21,Lost
14741,11,6,1400.34,Loyal
14744,16,7,1099.98,Loyal
14745,112,5,1220.26,At Risk
14747,249,1,328.20,Lost
14748,29,5,1415.75,Loyal
14752,43,1,389.64,Regular
14753,87,1,563.15,Regular
14754,44,2,638.05,Regular
14755,9,11,5010.28,VIP
14756,15,1,738.96,New
14757,75,1,420.50,Regular
14758,144,4,1484.06,At Risk
14759,4,3,1625.97,New
14760,297,1,89.20,Lost
14761,58,2,255.90,Regular
14762,263,1,300.52,Lost
14764,46,1,278.30,Regular
14765,29,3,254.11,New
14766,8,6,2473.37,Loyal
14768,17,2,192.60,New
14769,2,8,10674.75,Loyal
14770,232,2,876.42,Lost
14772,112,1,139.26,At Risk
14775,58,3,1011.90,Regular
14776,51,11,2538.30,Loyal
14778,127,2,730.86,At Risk
14779,280,3,386.15,Lost
14780,54,2,447.68,Regular
14782,319,1,200.10,Lost
14784,26,2,289.99,New
14785,10,2,77.40,New
14788,7,2,679.44,New
14789,28,1,197.64,New
14790,16,4,745.06,New
14792,63,1,6.20,Regular
14793,21,1,228.99,New
14794,2,7,1319.91,Loyal
14795,166,1,131.45,At Risk
14796,1,17,8022.49,VIP
14798,52,3,173.74,Regular
14799,51,1,157.70,Regular
14800,47,12,4339.74,Loyal
14801,61,1,193.14,Regular
14803,162,3,845.55,At Risk
14804,8,1,353.27,New
14805,15,4,554.65,New
14806,75,1,193.39,Regular
14808,39,8,2741.17,Loyal
14810,40,11,2087.88,Loyal
14813,369,2,155.43,Lost
14815,36,2,778.50,Regular
14816,197,1,271.85,Lost
14817,200,2,1110.34,Lost
14818,73,3,657.80,Regular
14819,64,2,272.07,Regular
14820,21,4,507.29,New
14821,366,1,48.80,Lost
14823,180,3,321.43,At Risk
14824,10,4,1127.71,New
14825,3,12,2226.91,VIP
14828,196,3,2139.76,Lost
14829,29,4,697.55,New
